Category,Brand Name,Model Name,Description,Material,Care,Page URL,Title,Meta description,Meta keywords
Men/Shoes/Sneakers,Spring Court,B2 Twill - Men's,"Crafted from soft cotton twill, the men's Spring Court B2 Twill high-tops feature a rubber branded patch on the side and a perforated rubber outsole. - Off-white cotton upper - High-top design - Rounded toe; rubber toecap- Lace-up front- Rubber, branded patch on side- Perforated rubber outsole","Inner: Textile
Sole: Synthetic
Upper: Textile",,https://www.theiconic.com.au/b2-twill-men-s-415784.html,B2 Twill - Men's by Spring Court Online | THE ICONIC | Australia,Buy B2 Twill - Men's by Spring Court online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"B2 Twill - Men's, Spring Court, Shoes, Sneakers, Hi-Tops"
Men/Shoes/Dress Shoes,Aquila,Demarcus,"Aquila has been dressing Australian men with confidence and style since 1958. Aquila prides themselves on craftsmanship, design and service, taking cues from their European heritage and combining them with tailored style for the modern man.",,Premium Leather is a premium and delicate type of leather. Spray lightly with Eco Water Proof Spray before use. Brush and polish regularly to keep leather moist and dirt free. Rotate shoes often to ensure they dry between wears.,https://www.theiconic.com.au/demarcus-946911.html,Demarcus by Aquila Online | THE ICONIC | Australia,Buy Demarcus by Aquila online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"Demarcus, Aquila, Shoes, Dress Shoes, Loafers"
Men/Shoes/Sneakers,PS by Paul Smith,Ziggy,"The younger brother of British label Paul Smith, PS by Paul Smith remains true to the designerвЂ™s вЂclassic with a twistвЂ™ aesthetic and the Ziggy sneakers are a succinct example. Crafted from genuine leather, the pair feature a rounded toe and a suede panel to the toe cap. Made in Portugal, the low-top trainer features a striking contrast zigzag motif stitched to the sides. - Genuine leather upper and lining- Optic white shade with scarlet red accents- Rounded toe; contrast taupe suede panel to toe cap- Six-eye lace-up fastening- Embossed brand logo to tongue- Contrast zigzag motif to sides; terry-towelled navy- Textured rubber outsole- Two sets of shoelaces; white - Made in Portugal","Inner: Leather
Sole: Synthetic
Upper: Leather",,https://www.theiconic.com.au/ziggy-922540.html,Ziggy by PS by Paul Smith Online | THE ICONIC | Australia,Buy Ziggy by PS by Paul Smith online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"Ziggy, PS by Paul Smith, Shoes, Sneakers, Low-Tops"
Men/Shoes/Sneakers,Julius Marlow,Zack,"Everybody needs a lifestyle sneaker. Zack by Julius Marlow is a refined leather look sneaker. Its simple sleek design looks great on your foot, which makes Zack easy to pair with any outfit. Dress it up or down. Part of the JM by Julius Marlow range. same attention to quality, non-leather materials. - Leather look upper- Low-cut sneaker- Black shade- Seven-eye lace-up front- Rounded toe- Padded collar and heel for comfort- Contrast white/gum rubber sole for better grip Upper: Non-leather/syntheticInner: SyntheticSole: Rubber",,,https://www.theiconic.com.au/zack-969626.html,Zack by Julius Marlow Online | THE ICONIC | Australia,Buy Zack by Julius Marlow online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"Zack, Julius Marlow, Shoes, Sneakers, Low-Tops"
Men/Shoes/Boots,Wild Rhino,Noah,"Noah from Wild Rhino are dress boots that can do double duty at formal events and at work. Crafted from first-grade leather, featuring twin elastic gussets and a durable fylon sole, Noah can talk the talk as well as walk the walk.- Full premium leather upper- Twin gussets for an easy wear- Embossed signature Rhino on heel cap- Sturdy Fylon soleUpper: Premium First Grade Full Grain LeatherLining: LeatherSole: FylonCountry of Manufacture: China",,,https://www.theiconic.com.au/noah-957752.html,Noah by Wild Rhino Online | THE ICONIC | Australia,Buy Noah by Wild Rhino online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"Noah, Wild Rhino, Shoes, Boots"
Men/Shoes/Boots,Brando,Chelsea Boots,"The Chelsea Boots are a must have for this season. Superb leather boots with wide elastic gussets, rear pull-on loop, stacked heels with a rubber base, and real rubber soles. Great for weekends, commuting and casual work attire- available in seasonal colourways. Brando has been creating footwear for discerning gentlemen for over 25 years. With a focus on quality, Brando seeks to embody each style with a classic aesthetic combined with contemporary looks. - Leather upper and lining - Rubber sole - Pull-on loop - Grey colour",,,https://www.theiconic.com.au/chelsea-boots-894251.html,Chelsea Boots by Brando Online | THE ICONIC | Australia,Buy Chelsea Boots by Brando online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"Chelsea Boots, Brando, Shoes, Boots, Ankle Boots"
Men/Shoes/Boat shoes,Wild Rhino,Dustin Shoes,"The  Wild Rhino Dustin Shoes features a lightweight, breathable canvas upper and a classic boat shoe silhouette. Wear your with turned up chinos and a casual tee.   - Premium canvas upper  - Padded comfortable footbed  - Classic boat shoe silhouette  - Rounded toe shape  - Premium mesh textile lining  - Sturdy, durable outsole - 2cm heel height  Upper: Premium Canvas  Lining: Premium Mesh Textile  Sole: TPR Compound   Keep your  Wild Rhino  shoes in fantastic condition with silicone-free protective spray which repels against water, dirt, grease and grim. Silicone-free spray will prevent damage to your  Wild Rhino  shoes and will not discolour leather or fabric. Please note DUSTIN is made in UK/AU sizing. UK sizing converts to one size smaller than US sizing so please carefully refer to the size guide to ensure you select the correct size.",,,https://www.theiconic.com.au/dustin-shoes-493849.html,Dustin Shoes by Wild Rhino Online | THE ICONIC | Australia,Buy Dustin Shoes by Wild Rhino online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"Dustin Shoes, Wild Rhino, Shoes, Boat shoes, Casual Shoes"
Men/Shoes/Sneakers,AGE,Top Sneakers,The Top Sneakers from AGE give the archetypal sneaker a textural update with a contrasting suede- and leather-look upper grounded by a chunky platform sole. вЂ‹- Contrasting suede- and leather-look upper  Jet black shade; egret white contrast  High-top profile  Round toe  Nine-eye lace-up throat  Side zip fastening  Leather-look lining  Chunky vulcanised rubber sole; unique foxing tapes  3.5cm platform,"Inner: Synthetic
Sole: Rubber
Upper: Textile",,https://www.theiconic.com.au/top-sneakers-906471.html,Top Sneakers by AGE Online | THE ICONIC | Australia,Buy Top Sneakers by AGE online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"Top Sneakers, AGE, Shoes, Sneakers, Hi-Tops"
Men/Shoes/Sandals,Aquila,Barbados,"Aquila has been dressing Australian men with confidence and style since 1958. Aquila prides themselves on craftsmanship, design and service, taking cues from their European heritage and combining them with tailored style for the modern man.",,Rotate sandals often to ensure they dry between wears.,https://www.theiconic.com.au/barbados-934444.html,Barbados by Aquila Online | THE ICONIC | Australia,Buy Barbados by Aquila online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"Barbados, Aquila, Shoes, Sandals, Casual Shoes"
Men/Shoes/Loafers,Squire,Stefan,"For premium footwear and accessories without the heavy price tag, Australian footwear label Squire has you covered. The Stefan driving shoes are a polished choice for the weekend with their supple matte grey leather and traction grip sole. - Soft matte leather upper Rhino grey shade Squared toe Traditional loafer topline and white stitching White rubber traction on outsole and heel counter for grip Upper: Leather
Lining: Leather & Textile
Sole: Synthetic",,,https://www.theiconic.com.au/stefan-692294.html,Stefan by Squire Online | THE ICONIC | Australia,Buy Stefan by Squire online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"Stefan, Squire, Shoes, Loafers, Casual Shoes"
Men/Shoes/Dress Shoes,AQ by Aquila,Cavarra,"Aquila has been dressing Australian men with confidence and style since 1958. Aquila prides themselves on craftsmanship, design and service, taking cues from their European heritage and combining them with tailored style for the modern man.",,Spray lightly with Eco Water Proof Spray before use. Brush and polish regularly to keep leather moist and dirt free. Always wear socks and rotate shoes often to ensure they dry between wears.,https://www.theiconic.com.au/cavarra-940062.html,Cavarra by AQ by Aquila Online | THE ICONIC | Australia,Buy Cavarra by AQ by Aquila online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"Cavarra, AQ by Aquila, Shoes, Dress Shoes, Loafers"
unisex/Shoes/Running,ASICS,GELSAGAв„ў 180 - Unisex,"PLEASE NOTE - THE ICONIC IS UNABLE TO SHIP THIS PRODUCT TO NEW ZEALAND. ASICS strive to build their brand through technical quality and pushing the limits. With a seamless blend of form and function, ASICS aims to help professional and recreational athletes reach their peak performance, and enjoy the process. - Genuine suede, faux leather and breathable knitted upper- Sand base; mulberry, off white and black accents- Rubberised toe reinforcement- Seven-eye lacing system- Iconic ASICSTIGERв„ў motif- Compression moulded EVA midsole- GELв„ў technology to rearfoot- Rubber outsole with traction grooves Upper: Leather & SyntheticLining: Synthetic & TextileSole: Rubber",,,https://www.theiconic.com.au/gelsaga-180-unisex-967647.html,GELSAGAв„ў 180 - Unisex by ASICS Online | THE ICONIC | Australia,Buy GELSAGAв„ў 180 - Unisex by ASICS online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"GELSAGAв„ў 180 - Unisex, ASICS, Shoes, Running, Performance Shoes"
Men/Shoes/Dress Shoes,Aquila,Rozier Lace Ups,"Aquila has been dressing Australian men with confidence and style since 1958. Aquila prides themselves on craftsmanship, design and service, taking cues from their European heritage and combining them with tailored style for the modern man.",,Spray lightly with Eco Water Proof Spray before use. Brush and polish regularly to keep leather moist and dirt free. Always wear socks and rotate shoes often to ensure they dry between wears.,https://www.theiconic.com.au/rozier-lace-ups-838066.html,Rozier Lace Ups by Aquila Online | THE ICONIC | Australia,Buy Rozier Lace Ups by Aquila online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"Rozier Lace Ups, Aquila, Shoes, Dress Shoes, Brogues & Oxfords"
Men/Shoes/Sneakers,Brando,Hurson Sneakers,"The Hurson Sneakers are a must have for this season . Perfect for autumn and winter, these dual zip boots are easy care and easy to wear. The thick rubber soles will give years of sturdy durability- available in seasonal essential colourways. Brando has been creating footwear for discerning gentlemen for over 25 years. With a focus on quality, Brando seeks to embody each style with a classic aesthetic combined with contemporary looks. - Leather upper and lining - Dual zips - Rubber sole - Leather Pull-up - Grey colour",,,https://www.theiconic.com.au/hurson-sneakers-812765.html,Hurson Sneakers by Brando Online | THE ICONIC | Australia,Buy Hurson Sneakers by Brando online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"Hurson Sneakers, Brando, Shoes, Sneakers, Hi-Tops"
Men/Shoes/Running,Saucony,Kinvara 10 - Men's,"Engineered for runners by runners, sports footwear brand Saucony combines innovation and style in every pair. With their superior ISOFIT system and EVERUN sole technologies вЂ“ to name but a few вЂ“ Saucony running shoes will deliver exceptional support with every strike. - Neutral tread - Engineered mesh upper; lightweight, breathable, glove-like fit - Flexfilm melded to upper; allows for fewer layers in the shoe - EVERUNв„ў topsole construction for enhanced energy return and continuous cushioning - Round toe - Neon yellow with black and teal green accents; optic white sole - Woven heel support - FORMFIT contoured footbed- EVA+ foam midsole; lighter alternative to rubber - 4mm heel-to-toe offset for a more natural stance - Rubber pods to sole in high-wear zones; provides enhanced durability without extra bulk or weight","Inner: Synthetic
Sole: Rubber
Upper: Textile & Synthetic",,https://www.theiconic.com.au/kinvara-10-men-s-833657.html,Kinvara 10 - Men's by Saucony Online | THE ICONIC | Australia,Buy Kinvara 10 - Men's by Saucony online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"Kinvara 10 - Men's, Saucony, Shoes, Running, Performance Shoes"
Men/Shoes/Sneakers,PS by Paul Smith,Miyata,"PS by Paul Smith is known for their refined staples, the
Miyata sneakers are no exception. The shoes feature a genuine leather upper and lining, a low profile design and a classic rounded toe. - Genuine leather upper in white- Low profile design - White shade - Rounded toe - Padded, branded tongue - Seven-eye lace-up front - Signature Paul Smith tag at side - Heel loop - Rubber outsole; embossed logo","Inner: Leather
Sole: Synthetic
Upper: Leather",,https://www.theiconic.com.au/miyata-578630.html,Miyata by PS by Paul Smith Online | THE ICONIC | Australia,Buy Miyata by PS by Paul Smith online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"Miyata, PS by Paul Smith, Shoes, Sneakers, Low-Tops"
Men/Shoes/Dress Shoes,Brando,Denard,"Brando has been creating footwear for discerning gentlemen for over 25 years. With a focus on quality, Brando seeks to embody each style with a classic aesthetic combined with contemporary looks. The Denard Slip Ons have been crafted in Italy from a soft leather upper, and features a full leather lining, leather sole and an intricate weave design. - Genuine leather upper - Weave Design- Leather lining- Made in Italy",,,https://www.theiconic.com.au/denard-717953.html,Denard by Brando Online | THE ICONIC | Australia,Buy Denard by Brando online at THE ICONIC. Free and fast delivery to Australia and New Zealand.,"Denard, Brando, Shoes, Dress Shoes, Slip-Ons"
